chr,start,stop,strand,Name,Location,Lev. Dist.,Gene,Annot.,Pool,MAR,Tier,Tier_Final,Site Type,Origin,Avg. % On-Target UMI,orig_chr,orig_start,orig_stop,orig_strand,orig_Name
chr15,61135831,61135850,+,Tier3_414,chr15:61135831-61135850(+),6,RORA,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr15,61135831,61135850,+,Tier3_414
chr15,73562552,73562571,-,Tier6_622,chr15:73562552-73562571(-),6,NPTN,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.001,chr15,73562552,73562571,-,Tier6_622
chr15,81494217,81494236,-,Tier6_380,chr15:81494217-81494236(-),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr15,81494217,81494236,-,Tier6_380
chr15,82537011,82537030,+,Tier3_257,chr15:82537011-82537030(+),6,RPS17,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.005,chr15,82537011,82537030,+,Tier3_257
chr15,86448652,86448671,-,Tier3_136,chr15:86448652-86448671(-),4,AGBL1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.007,chr15,86448652,86448671,-,Tier3_136
chr15,87937921,87937938,+,Tier3_496,chr15:87937921-87937938(+),6,NTRK3,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr15,87937921,87937938,+,Tier3_496
chr15,88113824,88113843,-,Tier3_53,chr15:88113824-88113843(-),6,NTRK3,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.011,chr15,88113824,88113843,-,Tier3_53
chr15,88239383,88239402,-,Tier3_501,chr15:88239383-88239402(-),6,NTRK3,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr15,88239383,88239402,-,Tier3_501
chr15,88291329,88291348,+,Tier3_596,chr15:88291329-88291348(+),6,LOC105370958,Exon,NONE,Low,3,3,OFF,UNCOVERseq,0.002,chr15,88291329,88291348,+,Tier3_596
chr15,91798371,91798390,+,Tier6_646,chr15:91798371-91798390(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.001,chr15,91798371,91798390,+,Tier6_646
chr15,92971194,92971212,+,Tier3_584,chr15:92971194-92971212(+),5,CHD2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr15,92971194,92971212,+,Tier3_584
chr15,93871225,93871245,-,Tier6_167,chr15:93871225-93871245(-),6,LINC02207,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.007,chr15,93871225,93871245,-,Tier6_167
chr15,95615032,95615051,-,Tier6_350,chr15:95615032-95615051(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr15,95615032,95615051,-,Tier6_350
chr15,101877946,101877965,+,Tier6_471,chr15:101877946-101877965(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr15,101877946,101877965,+,Tier6_471
chr16,7192026,7192044,+,Tier3_254,chr16:7192026-7192044(+),6,RBFOX1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.005,chr16,7192026,7192044,+,Tier3_254
chr16,9499303,9499322,+,Tier6_372,chr16:9499303-9499322(+),6,LOC101927026,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr16,9499303,9499322,+,Tier6_372
chr16,13735081,13735100,+,Tier6_536,chr16:13735081-13735100(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr16,13735081,13735100,+,Tier6_536
chr16,60612749,60612768,+,Tier6_183,chr16:60612749-60612768(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr16,60612749,60612768,+,Tier6_183
chr16,61431443,61431462,-,Tier6_302,chr16:61431443-61431462(-),6,LOC105371302,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr16,61431443,61431462,-,Tier6_302
chr16,68849941,68849960,-,Tier3_590,chr16:68849941-68849960(-),6,TANGO6,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr16,68849941,68849960,-,Tier3_590
chr16,71428316,71428335,-,Tier6_162,chr16:71428316-71428335(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr16,71428316,71428335,-,Tier6_162
chr16,79769977,79769996,+,Tier6_647,chr16:79769977-79769996(+),6,MAFTRR,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.001,chr16,79769977,79769996,+,Tier6_647
chr16,82566850,82566869,-,Tier6_171,chr16:82566850-82566869(-),6,LOC101928392,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.007,chr16,82566850,82566869,-,Tier6_171
chr17,3113978,3113997,+,Tier6_365,chr17:3113978-3113997(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr17,3113978,3113997,+,Tier6_365
chr17,12232541,12232561,+,Tier6_288,chr17:12232541-12232561(+),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr17,12232541,12232561,+,Tier6_288
chr17,15631719,15631738,+,Tier3_512,chr17:15631719-15631738(+),6,TRIM16,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr17,15631719,15631738,+,Tier3_512
chr17,23016400,23016418,+,Tier3_25,chr17:23016400-23016418(+),5,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.02,chr17,23016400,23016418,+,Tier3_25
chr17,26595009,26595028,-,Tier6_440,chr17:26595009-26595028(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr17,26595009,26595028,-,Tier6_440
chr17,26603684,26603703,-,Tier3_14,chr17:26603684-26603703(-),6,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.03,chr17,26603684,26603703,-,Tier3_14
chr17,26619449,26619468,-,Tier3_31,chr17:26619449-26619468(-),6,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.018,chr17,26619449,26619468,-,Tier3_31
chr17,26714852,26714871,-,Tier6_611,chr17:26714852-26714871(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr17,26714852,26714871,-,Tier6_611
chr17,26771317,26771335,+,Tier6_113,chr17:26771317-26771335(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.008,chr17,26771317,26771335,+,Tier6_113
chr17,26885643,26885662,+,Tier3_12,chr17:26885643-26885662(+),6,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.063,chr17,26885643,26885662,+,Tier3_12
chr17,52469096,52469115,-,Tier6_80,chr17:52469096-52469115(-),6,LINC01982,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.009,chr17,52469096,52469115,-,Tier6_80
chr17,54902841,54902860,-,Tier6_112,chr17:54902841-54902860(-),6,TOM1L1,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.008,chr17,54902841,54902860,-,Tier6_112
chr17,56444650,56444667,-,Tier3_413,chr17:56444650-56444667(-),6,ANKFN1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr17,56444650,56444667,-,Tier3_413
chr17,56446635,56446654,-,Tier3_419,chr17:56446635-56446654(-),6,ANKFN1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr17,56446635,56446654,-,Tier3_419
chr17,61259884,61259901,-,Tier3_138,chr17:61259884-61259901(-),6,BCAS3,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.007,chr17,61259884,61259901,-,Tier3_138
chr17,63272950,63272969,-,Tier3_275,chr17:63272950-63272969(-),6,TANC2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.005,chr17,63272950,63272969,-,Tier3_275
chr17,69908343,69908361,-,Tier6_190,chr17:69908343-69908361(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.006,chr17,69908343,69908361,-,Tier6_190
chr17,78273916,78273935,-,Tier6_108,chr17:78273916-78273935(-),6,LINC01993,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.008,chr17,78273916,78273935,-,Tier6_108
chr18,107959,107978,-,Tier3_65,chr18:107959-107978(-),6,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.01,chr18,107959,107978,-,Tier3_65
chr18,109305,109324,+,Tier2_28,chr18:109305-109324(+),6,ROCK1P1,Exon,NONE,Low,2,2,OFF,UNCOVERseq,0.019,chr18,109305,109324,+,Tier2_28
chr18,109458,109477,-,Tier3_23,chr18:109458-109477(-),5,ROCK1P1,Other,NONE,Low,3,3,OFF,UNCOVERseq,0.021,chr18,109458,109477,-,Tier3_23
chr18,109595,109614,-,Tier6_111,chr18:109595-109614(-),6,ROCK1P1,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.008,chr18,109595,109614,-,Tier6_111
chr18,111030,111049,-,Tier6_88,chr18:111030-111049(-),6,ROCK1P1,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.009,chr18,111030,111049,-,Tier6_88
chr18,3143017,3143036,+,Tier3_139,chr18:3143017-3143036(+),6,MYOM1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.007,chr18,3143017,3143036,+,Tier3_139
chr18,4258818,4258837,-,Tier3_17,chr18:4258818-4258837(-),4,DLGAP1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.025,chr18,4258818,4258837,-,Tier3_17
chr18,5951895,5951914,-,Tier6_156,chr18:5951895-5951914(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr18,5951895,5951914,-,Tier6_156
chr18,11524769,11524786,+,Tier6_69,chr18:11524769-11524786(+),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.01,chr18,11524769,11524786,+,Tier6_69
chr18,13717809,13717828,+,Tier3_502,chr18:13717809-13717828(+),6,FAM210A,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr18,13717809,13717828,+,Tier3_502
chr18,13974400,13974419,+,Tier6_78,chr18:13974400-13974419(+),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.009,chr18,13974400,13974419,+,Tier6_78
chr18,21263829,21263848,+,Tier3_15,chr18:21263829-21263848(+),2,GREB1L,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.029,chr18,21263829,21263848,+,Tier3_15
chr18,24802426,24802444,-,Tier6_160,chr18:24802426-24802444(-),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr18,24802426,24802444,-,Tier6_160
chr18,38737824,38737843,-,Tier6_351,chr18:38737824-38737843(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr18,38737824,38737843,-,Tier6_351
chr18,43126784,43126803,+,Tier6_361,chr18:43126784-43126803(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr18,43126784,43126803,+,Tier6_361
chr18,44081990,44082009,+,Tier6_601,chr18:44081990-44082009(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr18,44081990,44082009,+,Tier6_601
chr18,51930247,51930266,+,Tier6_604,chr18:51930247-51930266(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr18,51930247,51930266,+,Tier6_604
chr18,53376084,53376103,+,Tier3_498,chr18:53376084-53376103(+),6,DCC,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr18,53376084,53376103,+,Tier3_498
chr18,60376782,60376801,+,Tier6_408,chr18:60376782-60376801(+),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr18,60376782,60376801,+,Tier6_408
chr18,62811030,62811049,+,Tier3_91,chr18:62811030-62811049(+),6,PHLPP1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.009,chr18,62811030,62811049,+,Tier3_91
chr18,63275627,63275646,+,Tier3_597,chr18:63275627-63275646(+),5,BCL2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr18,63275627,63275646,+,Tier3_597
chr18,63794724,63794742,-,Tier3_274,chr18:63794724-63794742(-),5,SERPINB7,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.005,chr18,63794724,63794742,-,Tier3_274
chr18,63914938,63914956,-,Tier6_194,chr18:63914938-63914956(-),5,SERPINB10,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.006,chr18,63914938,63914956,-,Tier6_194
chr18,71206237,71206256,-,Tier6_159,chr18:71206237-71206256(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr18,71206237,71206256,-,Tier6_159
chr19,7300288,7300306,-,Tier6_571,chr19:7300288-7300306(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr19,7300288,7300306,-,Tier6_571
chr19,13883951,13883970,-,Tier6_42,chr19:13883951-13883970(-),6,BRME1,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.015,chr19,13883951,13883970,-,Tier6_42
chr19,17466544,17466563,+,Tier6_397,chr19:17466544-17466563(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr19,17466544,17466563,+,Tier6_397
chr19,19168242,19168261,-,Tier6_537,chr19:19168242-19168261(-),6,MEF2B,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.002,chr19,19168242,19168261,-,Tier6_537
chr19,20519609,20519628,-,Tier6_398,chr19:20519609-20519628(-),6,LOC105372316,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr19,20519609,20519628,-,Tier6_398
chr19,20646579,20646598,+,Tier6_278,chr19:20646579-20646598(+),6,ZNF626,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.005,chr19,20646579,20646598,+,Tier6_278
chr19,20946744,20946763,-,Tier6_563,chr19:20946744-20946763(-),5,ZNF85,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.002,chr19,20946744,20946763,-,Tier6_563
chr19,21127742,21127761,-,Tier6_513,chr19:21127742-21127761(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr19,21127742,21127761,-,Tier6_513
chr19,23101968,23101987,-,Tier6_395,chr19:23101968-23101987(-),6,ZNF730,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.004,chr19,23101968,23101987,-,Tier6_395
chr19,23467801,23467820,-,Tier6_394,chr19:23467801-23467820(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr19,23467801,23467820,-,Tier6_394
chr19,28178669,28178688,+,Tier6_375,chr19:28178669-28178688(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr19,28178669,28178688,+,Tier6_375
chr19,35902184,35902202,-,Tier3_431,chr19:35902184-35902202(-),5,NFKBID,Exon,NONE,Med.,3,3,OFF,UNCOVERseq,0.004,chr19,35902184,35902202,-,Tier3_431
chr19,57078815,57078834,+,Tier3_412,chr19:57078815-57078834(+),6,LOC105372475,Exon,NONE,Low,3,3,OFF,UNCOVERseq,0.004,chr19,57078815,57078834,+,Tier3_412
chr2,6570133,6570152,-,Tier6_214,chr2:6570133-6570152(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.006,chr2,6570133,6570152,-,Tier6_214
chr2,18166930,18166949,-,Tier6_281,chr2:18166930-18166949(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr2,18166930,18166949,-,Tier6_281
chr2,19359297,19359316,+,Tier5_143,chr2:19359297-19359316(+),4,none,Intergenic,NONE,Low,5,5,OFF,UNCOVERseq,0.007,chr2,19359297,19359316,+,Tier5_143
chr2,29699565,29699584,+,Tier3_90,chr2:29699565-29699584(+),6,ALK,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.009,chr2,29699565,29699584,+,Tier3_90
chr2,33111695,33111714,+,Tier3_261,chr2:33111695-33111714(+),6,LTBP1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.005,chr2,33111695,33111714,+,Tier3_261
chr2,40162942,40162961,-,Tier3_92,chr2:40162942-40162961(-),6,SLC8A1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.009,chr2,40162942,40162961,-,Tier3_92
chr2,40360295,40360313,-,Tier3_429,chr2:40360295-40360313(-),6,SLC8A1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr2,40360295,40360313,-,Tier3_429
chr2,48005674,48005693,-,Tier3_11,chr2:48005674-48005693(-),5,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.071,chr2,48005674,48005693,-,Tier3_11
chr2,49614003,49614022,-,Tier6_347,chr2:49614003-49614022(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,49614003,49614022,-,Tier6_347
chr2,54164072,54164091,+,Tier5_417,chr2:54164072-54164091(+),4,ACYP2,Intron,NONE,Med.,5,5,OFF,UNCOVERseq,0.004,chr2,54164072,54164091,+,Tier5_417
chr2,63035926,63035945,+,Tier3_234,chr2:63035926-63035945(+),6,EHBP1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.006,chr2,63035926,63035945,+,Tier3_234
chr2,66711152,66711171,-,Tier6_326,chr2:66711152-66711171(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr2,66711152,66711171,-,Tier6_326
chr2,72278649,72278668,-,Tier3_123,chr2:72278649-72278668(-),6,EXOC6B,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.008,chr2,72278649,72278668,-,Tier3_123
chr2,78450519,78450538,+,Tier6_184,chr2:78450519-78450538(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr2,78450519,78450538,+,Tier6_184
chr2,79546642,79546661,+,Tier3_58,chr2:79546642-79546661(+),6,CTNNA2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.011,chr2,79546642,79546661,+,Tier3_58
chr2,81536685,81536703,+,Tier6_313,chr2:81536685-81536703(+),5,LOC102724542,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr2,81536685,81536703,+,Tier6_313
chr2,82224578,82224597,-,Tier6_61,chr2:82224578-82224597(-),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.011,chr2,82224578,82224597,-,Tier6_61
chr2,82285521,82285540,-,Tier6_565,chr2:82285521-82285540(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr2,82285521,82285540,-,Tier6_565
chr2,82327457,82327476,-,Tier6_155,chr2:82327457-82327476(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr2,82327457,82327476,-,Tier6_155
chr2,94243366,94243383,+,Tier6_441,chr2:94243366-94243383(+),6,LOC107985915,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr2,94243366,94243383,+,Tier6_441
chr2,102358356,102358372,+,Tier6_250,chr2:102358356-102358372(+),6,IL18R1,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.005,chr2,102358356,102358372,+,Tier6_250
chr2,104239191,104239210,+,Tier6_177,chr2:104239191-104239210(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr2,104239191,104239210,+,Tier6_177
chr2,105965032,105965051,-,Tier6_455,chr2:105965032-105965051(-),6,LOC105373531,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr2,105965032,105965051,-,Tier6_455
chr2,106320558,106320577,-,Tier6_176,chr2:106320558-106320577(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr2,106320558,106320577,-,Tier6_176
chr2,114155348,114155367,-,Tier6_215,chr2:114155348-114155367(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.006,chr2,114155348,114155367,-,Tier6_215
chr2,114308468,114308487,-,Tier6_73,chr2:114308468-114308487(-),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.01,chr2,114308468,114308487,-,Tier6_73
chr2,116156609,116156628,-,Tier6_175,chr2:116156609-116156628(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr2,116156609,116156628,-,Tier6_175
chr2,116647835,116647854,+,Tier6_463,chr2:116647835-116647854(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr2,116647835,116647854,+,Tier6_463
chr2,117276500,117276519,+,Tier6_641,chr2:117276500-117276519(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.001,chr2,117276500,117276519,+,Tier6_641
chr2,118076068,118076087,+,Tier6_220,chr2:118076068-118076087(+),6,LOC107985940,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.006,chr2,118076068,118076087,+,Tier6_220
chr2,122763605,122763623,+,Tier6_400,chr2:122763605-122763623(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,122763605,122763623,+,Tier6_400
chr2,123039707,123039726,+,Tier6_548,chr2:123039707-123039726(+),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr2,123039707,123039726,+,Tier6_548
chr2,123142022,123142041,+,Tier6_391,chr2:123142022-123142041(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,123142022,123142041,+,Tier6_391
chr2,123669193,123669212,-,Tier6_373,chr2:123669193-123669212(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,123669193,123669212,-,Tier6_373
chr2,124452584,124452602,+,Tier3_411,chr2:124452584-124452602(+),5,CNTNAP5,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.004,chr2,124452584,124452602,+,Tier3_411
chr2,125371533,125371550,-,Tier6_392,chr2:125371533-125371550(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,125371533,125371550,-,Tier6_392
chr2,125861049,125861068,+,Tier6_470,chr2:125861049-125861068(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr2,125861049,125861068,+,Tier6_470
chr2,126211865,126211884,-,Tier6_117,chr2:126211865-126211884(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.008,chr2,126211865,126211884,-,Tier6_117
chr2,129982414,129982433,+,Tier3_137,chr2:129982414-129982433(+),6,RAB6C,Exon,NONE,Med.,3,3,OFF,UNCOVERseq,0.007,chr2,129982414,129982433,+,Tier3_137
chr2,134405654,134405673,-,Tier6_436,chr2:134405654-134405673(-),6,MGAT5,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr2,134405654,134405673,-,Tier6_436
chr2,137152181,137152200,-,Tier3_497,chr2:137152181-137152200(-),6,THSD7B,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr2,137152181,137152200,-,Tier3_497
chr2,142568178,142568197,+,Tier6_249,chr2:142568178-142568197(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr2,142568178,142568197,+,Tier6_249
chr2,145100107,145100126,-,Tier6_348,chr2:145100107-145100126(-),6,LOC100505498,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,145100107,145100126,-,Tier6_348
chr2,146516648,146516667,-,Tier6_401,chr2:146516648-146516667(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,146516648,146516667,-,Tier6_401
chr2,151230596,151230615,-,Tier6_454,chr2:151230596-151230615(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr2,151230596,151230615,-,Tier6_454
chr2,152138994,152139013,+,Tier6_165,chr2:152138994-152139013(+),6,STAM2,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.007,chr2,152138994,152139013,+,Tier6_165
chr2,153102409,153102428,-,Tier6_221,chr2:153102409-153102428(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.006,chr2,153102409,153102428,-,Tier6_221
chr2,159963368,159963387,+,Tier3_633,chr2:159963368-159963387(+),6,PLA2R1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.001,chr2,159963368,159963387,+,Tier3_633
chr2,163176286,163176305,+,Tier6_553,chr2:163176286-163176305(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002,chr2,163176286,163176305,+,Tier6_553
chr2,165492310,165492328,-,Tier3_233,chr2:165492310-165492328(-),6,CSRNP3,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.006,chr2,165492310,165492328,-,Tier3_233
chr2,173921448,173921467,+,Tier6_435,chr2:173921448-173921467(+),6,SP3,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr2,173921448,173921467,+,Tier6_435
chr2,182227438,182227457,-,Tier3_505,chr2:182227438-182227457(-),6,PDE1A,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr2,182227438,182227457,-,Tier3_505
chr2,185438478,185438497,+,Tier5_321,chr2:185438478-185438497(+),4,none,Intergenic,NONE,Low,5,5,OFF,UNCOVERseq,0.005,chr2,185438478,185438497,+,Tier5_321
chr2,190728150,190728169,+,Tier5_86,chr2:190728150-190728169(+),4,none,Intergenic,NONE,Low,5,5,OFF,UNCOVERseq,0.009,chr2,190728150,190728169,+,Tier5_86
chr2,192570449,192570468,+,Tier6_174,chr2:192570449-192570468(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007,chr2,192570449,192570468,+,Tier6_174
chr2,194567183,194567201,-,Tier6_280,chr2:194567183-194567201(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr2,194567183,194567201,-,Tier6_280
chr2,196344134,196344153,+,Tier3_37,chr2:196344134-196344153(+),6,HECW2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.017,chr2,196344134,196344153,+,Tier3_37
chr2,198601153,198601172,+,Tier6_310,chr2:198601153-198601172(+),6,LOC105373831,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr2,198601153,198601172,+,Tier6_310
chr2,198797496,198797515,+,Tier6_362,chr2:198797496-198797515(+),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,198797496,198797515,+,Tier6_362
chr2,198912204,198912223,-,Tier6_369,chr2:198912204-198912223(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,198912204,198912223,-,Tier6_369
chr2,210303457,210303476,-,Tier3_241,chr2:210303457-210303476(-),6,MYL1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.006,chr2,210303457,210303476,-,Tier3_241
chr2,214431917,214431936,-,Tier6_456,chr2:214431917-214431936(-),6,VWC2L,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.003,chr2,214431917,214431936,-,Tier6_456
chr2,217498533,217498552,-,Tier3_266,chr2:217498533-217498552(-),6,DIRC3,Other,NONE,High,3,3,OFF,UNCOVERseq,0.005,chr2,217498533,217498552,-,Tier3_266
chr2,220311103,220311122,+,Tier6_433,chr2:220311103-220311122(+),6,LOC105373893,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr2,220311103,220311122,+,Tier6_433
chr2,221275525,221275544,-,Tier6_459,chr2:221275525-221275544(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr2,221275525,221275544,-,Tier6_459
chr2,221593944,221593961,-,Tier6_457,chr2:221593944-221593961(-),6,LOC105373897,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.003,chr2,221593944,221593961,-,Tier6_457
chr2,222027126,222027144,+,Tier6_293,chr2:222027126-222027144(+),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.005,chr2,222027126,222027144,+,Tier6_293
chr2,223305532,223305550,+,Tier6_349,chr2:223305532-223305550(+),5,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.004,chr2,223305532,223305550,+,Tier6_349
