chr,start,stop,strand,Name,Location,Lev. Dist.,Gene,Annot.,Pool,MAR,Tier,Tier_Final,Site Type,Origin,Avg. % On-Target UMI,orig_chr,orig_start,orig_stop,orig_strand,orig_Name
chr19,13883951,13883970,-,Tier6_600,chr19:13883951-13883970(-),6,BRME1,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.015,chr19,13883951,13883970,-,Tier6_600
chr6,26118205,26118223,+,Tier6_601,chr6:26118205-26118223(+),8,H2BC4,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.015,chr6,26118205,26118223,+,Tier6_601
chr4,49709536,49709555,+,Tier6_602,chr4:49709536-49709555(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015,chr4,49709536,49709555,+,Tier6_602
chr16,34576389,34576500,-,chr16:34576389-34576500,chr16:34576389-34576408(-);chr16:34576458-34576477(-);chr16:34576460-34576477(-);chr16:34576462-34576477(-);chr16:34576494-34576500(-),8;9;9;11;14,none,Intergenic,NONE,Low,6;3;6;6;6,3,OFF,UNCOVERseq,0.012;0.012;0.015;0.004;0.012,chr16,34576389;34576458;34576460;34576462;34576494,34576408;34576477;34576477;34576477;34576500,-,Tier6_809;Tier3_856;Tier6_603;Tier6_5566;Tier6_826
chr10,37749011,37749030,+,Tier6_604,chr10:37749011-37749030(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015,chr10,37749011,37749030,+,Tier6_604
chr4,147309384,147309403,-,Tier6_606,chr4:147309384-147309403(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015,chr4,147309384,147309403,-,Tier6_606
chr20,23422370,23422389,-,Tier6_607,chr20:23422370-23422389(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015,chr20,23422370,23422389,-,Tier6_607
chr5,49660091,49660229,-,Tier6_2649__Tier6_608__Tier6_2769,chr5:49660091-49660110(-);chr5:49660140-49660153(-);chr5:49660210-49660229(-),10;11;9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.007;0.015;0.007,chr5,49660091;49660140;49660210,49660110;49660153;49660229,-,Tier6_2649;Tier6_608;Tier6_2769
chr8,65974659,65974672,+,Tier6_609,chr8:65974659-65974672(+),10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015,chr8,65974659,65974672,+,Tier6_609
chrY,11314684,11314799,-,Tier6_610__Tier6_8674,chrY:11314684-11314703(-);chrY:11314780-11314799(-),10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015;0.002,chrY,11314684;11314780,11314703;11314799,-,Tier6_610;Tier6_8674
chr7,109497812,109497831,-,Tier6_611,chr7:109497812-109497831(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015,chr7,109497812,109497831,-,Tier6_611
chr4,49096303,49096322,-,Tier6_613,chr4:49096303-49096322(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015,chr4,49096303,49096322,-,Tier6_613
chrY,10657411,10657430,-,Tier3_615,chrY:10657411-10657430(-),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.015,chrY,10657411,10657430,-,Tier3_615
chr15,46537536,46537555,+,Tier6_617,chr15:46537536-46537555(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015,chr15,46537536,46537555,+,Tier6_617
chr14,19175113,19175132,+,Tier6_618,chr14:19175113-19175132(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015,chr14,19175113,19175132,+,Tier6_618
chr5,49599655,49599736,+,Tier6_1080__Tier6_619,chr5:49599655-49599674(+);chr5:49599717-49599736(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.011;0.015,chr5,49599655;49599717,49599674;49599736,+,Tier6_1080;Tier6_619
chr9,95616505,95616524,+,Tier6_620,chr9:95616505-95616524(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015,chr9,95616505,95616524,+,Tier6_620
chr14,60123222,60123239,-,Tier6_621,chr14:60123222-60123239(-),8,PCNX4,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.015,chr14,60123222,60123239,-,Tier6_621
chr16,46401323,46401405,.,Tier6_622__Tier6_2482,chr16:46401323-46401342(+);chr16:46401393-46401405(-),9;12,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015;0.007,chr16,46401323;46401393,46401342;46401405,+;-,Tier6_622;Tier6_2482
chr2,177590274,177590293,+,Tier6_623,chr2:177590274-177590293(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015,chr2,177590274,177590293,+,Tier6_623
chr1,125177161,125177173,+,Tier6_624,chr1:125177161-125177173(+),11,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015,chr1,125177161,125177173,+,Tier6_624
chr15,99058503,99058522,+,Tier6_625,chr15:99058503-99058522(+),10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015,chr15,99058503,99058522,+,Tier6_625
chr4,49097595,49097653,-,Tier6_626__Tier6_710,chr4:49097595-49097614(-);chr4:49097634-49097653(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015;0.013,chr4,49097595;49097634,49097614;49097653,-,Tier6_626;Tier6_710
chr4,49655100,49655185,+,Tier6_7372__Tier6_627,chr4:49655100-49655119(+);chr4:49655166-49655185(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002;0.015,chr4,49655100;49655166,49655119;49655185,+,Tier6_7372;Tier6_627
chr5,648895,648914,+,Tier6_628,chr5:648895-648914(+),10,CEP72,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.015,chr5,648895,648914,+,Tier6_628
chr6,146965761,146965780,+,Tier6_629,chr6:146965761-146965780(+),7,STXBP5-AS1,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.015,chr6,146965761,146965780,+,Tier6_629
chr12,82545091,82545110,-,Tier6_630,chr12:82545091-82545110(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.015,chr12,82545091,82545110,-,Tier6_630
chr6,50382854,50382873,+,Tier6_632,chr6:50382854-50382873(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr6,50382854,50382873,+,Tier6_632
chr3,98266919,98266938,-,Tier6_633,chr3:98266919-98266938(-),6,LOC105373999,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr3,98266919,98266938,-,Tier6_633
chr21,9247228,9247362,+,Tier6_634__Tier6_5232,chr21:9247228-9247247(+);chr21:9247345-9247362(+),8;6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014;0.004,chr21,9247228;9247345,9247247;9247362,+,Tier6_634;Tier6_5232
chr17,21977076,21977092,+,Tier6_635,chr17:21977076-21977092(+),10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr17,21977076,21977092,+,Tier6_635
chr15,93433554,93433566,+,Tier6_637,chr15:93433554-93433566(+),10,LOC105370982,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr15,93433554,93433566,+,Tier6_637
chr7,68387816,68387835,+,Tier6_638,chr7:68387816-68387835(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr7,68387816,68387835,+,Tier6_638
chr6,150528300,150528319,-,Tier6_639,chr6:150528300-150528319(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr6,150528300,150528319,-,Tier6_639
chr20,60547052,60547070,-,Tier6_640,chr20:60547052-60547070(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr20,60547052,60547070,-,Tier6_640
chr6,153977456,153977475,+,Tier6_641,chr6:153977456-153977475(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr6,153977456,153977475,+,Tier6_641
chr10,41910891,41910910,+,Tier6_642,chr10:41910891-41910910(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr10,41910891,41910910,+,Tier6_642
chrY,11317719,11317738,+,Tier6_643,chrY:11317719-11317738(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chrY,11317719,11317738,+,Tier6_643
chr9,15566215,15566234,+,Tier6_644,chr9:15566215-15566234(+),9,CCDC171,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.014,chr9,15566215,15566234,+,Tier6_644
chr4,30780164,30780181,-,Tier6_645,chr4:30780164-30780181(-),10,PCDH7,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.014,chr4,30780164,30780181,-,Tier6_645
chr10,133688322,133688438,+,Tier6_646__Tier6_6389,chr10:133688322-133688341(+);chr10:133688419-133688438(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014;0.003,chr10,133688322;133688419,133688341;133688438,+,Tier6_646;Tier6_6389
chr10,41881000,41881019,+,Tier6_647,chr10:41881000-41881019(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr10,41881000,41881019,+,Tier6_647
chr4,49632569,49632682,+,Tier3_6125__Tier6_648,chr4:49632569-49632588(+);chr4:49632663-49632682(+),9,none,Intergenic,NONE,Low,3;6,3,OFF,UNCOVERseq,0.004;0.014,chr4,49632569;49632663,49632588;49632682,+,Tier3_6125;Tier6_648
chr2,90393423,90393434,+,Tier6_649,chr2:90393423-90393434(+),12,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr2,90393423,90393434,+,Tier6_649
chr16,34594449,34594493,.,Tier6_6910__Tier6_650,chr16:34594449-34594468(+);chr16:34594479-34594493(-),7;10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.003;0.014,chr16,34594449;34594479,34594468;34594493,+;-,Tier6_6910;Tier6_650
chr8,64464363,64464382,-,Tier6_651,chr8:64464363-64464382(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr8,64464363,64464382,-,Tier6_651
chrY,11739242,11739261,+,Tier6_652,chrY:11739242-11739261(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chrY,11739242,11739261,+,Tier6_652
chr10,43309200,43309219,+,Tier6_653,chr10:43309200-43309219(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr10,43309200,43309219,+,Tier6_653
chr16,46401690,46401705,+,Tier6_654,chr16:46401690-46401705(+),11,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr16,46401690,46401705,+,Tier6_654
chr16,46394662,46394681,+,Tier6_655,chr16:46394662-46394681(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr16,46394662,46394681,+,Tier6_655
chr8,128797596,128797615,+,Tier6_656,chr8:128797596-128797615(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr8,128797596,128797615,+,Tier6_656
chr6,61411666,61411685,+,Tier6_658,chr6:61411666-61411685(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr6,61411666,61411685,+,Tier6_658
chr20,46272851,46272870,-,Tier6_659,chr20:46272851-46272870(-),8,CDH22,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.014,chr20,46272851,46272870,-,Tier6_659
chr14,25698804,25698823,-,Tier6_661,chr14:25698804-25698823(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr14,25698804,25698823,-,Tier6_661
chr18,110832,110913,-,Tier6_662__Tier6_1320,chr18:110832-110851(-);chr18:110894-110913(-),7,ROCK1P1,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.014;0.009,chr18,110832;110894,110851;110913,-,Tier6_662;Tier6_1320
chr16,46387615,46387697,+,Tier6_664__Tier3_1646,chr16:46387615-46387634(+);chr16:46387678-46387697(+),7;9,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.014;0.009,chr16,46387615;46387678,46387634;46387697,+,Tier6_664;Tier3_1646
chr12,111518387,111518503,.,Tier3_3488__Tier3_665,chr12:111518387-111518406(-);chr12:111518484-111518503(+),7;9,ATXN2,Exon;Intron,NONE,High,3,3,OFF,UNCOVERseq,0.006;0.014,chr12,111518387;111518484,111518406;111518503,-;+,Tier3_3488;Tier3_665
chr12,48418139,48418158,+,Tier6_666,chr12:48418139-48418158(+),7,C12orf54,Other,NONE,Med.,6,6,OFF,UNCOVERseq,0.014,chr12,48418139,48418158,+,Tier6_666
chr10,41914670,41914755,+,Tier6_667__Tier3_1640,chr10:41914670-41914689(+);chr10:41914736-41914755(+),8;9,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.014;0.009,chr10,41914670;41914736,41914689;41914755,+,Tier6_667;Tier3_1640
chr1,6782920,6782939,+,Tier6_668,chr1:6782920-6782939(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr1,6782920,6782939,+,Tier6_668
chr4,49307336,49307355,+,Tier6_670,chr4:49307336-49307355(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr4,49307336,49307355,+,Tier6_670
chr3,109906424,109906443,+,Tier6_671,chr3:109906424-109906443(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr3,109906424,109906443,+,Tier6_671
chr21,8465305,8465440,.,Tier6_672__Tier6_6161,chr21:8465305-8465320(-);chr21:8465421-8465440(+),9;8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014;0.003,chr21,8465305;8465421,8465320;8465440,-;+,Tier6_672;Tier6_6161
chr12,131576886,131577003,+,Tier6_674__Tier6_1845,chr12:131576886-131576905(+);chr12:131576985-131577003(+),9;7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014;0.008,chr12,131576886;131576985,131576905;131577003,+,Tier6_674;Tier6_1845
chr2,58161597,58161606,+,Tier3_675,chr2:58161597-58161606(+),12,FANCL,Exon,NONE,High,3,3,OFF,UNCOVERseq,0.014,chr2,58161597,58161606,+,Tier3_675
chr8,53508979,53508998,+,Tier6_676,chr8:53508979-53508998(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.014,chr8,53508979,53508998,+,Tier6_676
chr6,65545416,65545435,+,Tier3_677,chr6:65545416-65545435(+),9,EYS,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.014,chr6,65545416,65545435,+,Tier3_677
chr4,49098519,49098538,-,Tier3_678,chr4:49098519-49098538(-),9,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.014,chr4,49098519,49098538,-,Tier3_678
chr4,87427121,87427140,+,Tier3_679,chr4:87427121-87427140(+),7,NUDT9,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.014,chr4,87427121,87427140,+,Tier3_679
chr5,66779348,66779367,-,Tier3_681,chr5:66779348-66779367(-),7,MAST4,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.014,chr5,66779348,66779367,-,Tier3_681
chr15,31084734,31084749,-,Tier3_682,chr15:31084734-31084749(-),10,TRPM1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.014,chr15,31084734,31084749,-,Tier3_682
chr4,49110979,49110998,-,Tier3_683,chr4:49110979-49110998(-),8,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.014,chr4,49110979,49110998,-,Tier3_683
chr13,18212551,18212570,+,Tier3_684,chr13:18212551-18212570(+),9,FAM230C,Other,NONE,Low,3,3,OFF,UNCOVERseq,0.014,chr13,18212551,18212570,+,Tier3_684
chr6,168841111,168841237,+,Tier3_685__Tier6_1681,chr6:168841111-168841130(+);chr6:168841220-168841237(+),10;9,none,Intergenic,NONE,Low,3;6,3,OFF,UNCOVERseq,0.014;0.008,chr6,168841111;168841220,168841130;168841237,+,Tier3_685;Tier6_1681
chr4,49108562,49108668,-,Tier3_760__Tier6_5170__Tier3_686,chr4:49108562-49108581(-);chr4:49108593-49108612(-);chr4:49108649-49108668(-),9,none,Intergenic,NONE,Low,3;6;3,3,OFF,UNCOVERseq,0.013;0.004;0.014,chr4,49108562;49108593;49108649,49108581;49108612;49108668,-,Tier3_760;Tier6_5170;Tier3_686
chr1,631971,631990,+,Tier3_688,chr1:631971-631990(+),8,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.014,chr1,631971,631990,+,Tier3_688
chr21,10655583,10655678,-,Tier6_6160__Tier3_689,chr21:10655583-10655602(-);chr21:10655659-10655678(-),10;9,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.003;0.014,chr21,10655583;10655659,10655602;10655678,-,Tier6_6160;Tier3_689
chrY,11305597,11305616,+,Tier3_690,chrY:11305597-11305616(+),7,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.014,chrY,11305597,11305616,+,Tier3_690
chr2,226848062,226848081,+,Tier3_691,chr2:226848062-226848081(+),8,RHBDD1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.014,chr2,226848062,226848081,+,Tier3_691
chr18,53242940,53242959,-,Tier3_692,chr18:53242940-53242959(-),9,DCC,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.014,chr18,53242940,53242959,-,Tier3_692
chrY,11319086,11319105,+,Tier3_693,chrY:11319086-11319105(+),8,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.014,chrY,11319086,11319105,+,Tier3_693
chr2,168847866,168847885,+,Tier3_694,chr2:168847866-168847885(+),8,NOSTRIN,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.014,chr2,168847866,168847885,+,Tier3_694
chr17,26936910,26936929,+,Tier3_696,chr17:26936910-26936929(+),8,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.014,chr17,26936910,26936929,+,Tier3_696
chr20,12042681,12042700,-,Tier3_697,chr20:12042681-12042700(-),7,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.014,chr20,12042681,12042700,-,Tier3_697
chr5,26487918,26487936,-,Tier6_698,chr5:26487918-26487936(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr5,26487918,26487936,-,Tier6_698
chr4,162600746,162600765,+,Tier6_699,chr4:162600746-162600765(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr4,162600746,162600765,+,Tier6_699
chr4,49641809,49641907,.,Tier6_700__Tier6_833,chr4:49641809-49641828(+);chr4:49641888-49641907(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013;0.012,chr4,49641809;49641888,49641828;49641907,+;-,Tier6_700;Tier6_833
chr2,204204699,204204718,-,Tier6_701,chr2:204204699-204204718(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr2,204204699,204204718,-,Tier6_701
chr2,122593560,122593579,+,Tier6_702,chr2:122593560-122593579(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr2,122593560,122593579,+,Tier6_702
chrY,11326371,11326490,+,Tier6_1342__Tier6_703,chrY:11326371-11326390(+);chrY:11326471-11326490(+),7;8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.009;0.013,chrY,11326371;11326471,11326390;11326490,+,Tier6_1342;Tier6_703
chr16,34587111,34587127,+,Tier6_704,chr16:34587111-34587127(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr16,34587111,34587127,+,Tier6_704
chr4,134974102,134974121,+,Tier6_706,chr4:134974102-134974121(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr4,134974102,134974121,+,Tier6_706
chr7,121734300,121734317,-,Tier6_707,chr7:121734300-121734317(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr7,121734300,121734317,-,Tier6_707
chr5,42394502,42394521,+,Tier6_708,chr5:42394502-42394521(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr5,42394502,42394521,+,Tier6_708
chr3,86974608,86974627,-,Tier6_711,chr3:86974608-86974627(-),8,VGLL3,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.013,chr3,86974608,86974627,-,Tier6_711
chr2,109199652,109199671,+,Tier6_712,chr2:109199652-109199671(+),11,SH3RF3,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.013,chr2,109199652,109199671,+,Tier6_712
chr12,38503154,38503173,+,Tier6_713,chr12:38503154-38503173(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr12,38503154,38503173,+,Tier6_713
chr7,52917293,52917312,+,Tier6_714,chr7:52917293-52917312(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr7,52917293,52917312,+,Tier6_714
chr5,159729619,159729634,+,Tier6_715,chr5:159729619-159729634(+),10,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr5,159729619,159729634,+,Tier6_715
chr14,87093255,87093274,-,Tier6_716,chr14:87093255-87093274(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr14,87093255,87093274,-,Tier6_716
chr5,49657966,49657985,-,Tier6_717,chr5:49657966-49657985(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr5,49657966,49657985,-,Tier6_717
chr2,202241107,202241126,+,Tier6_718,chr2:202241107-202241126(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr2,202241107,202241126,+,Tier6_718
chr3,102254463,102254482,+,Tier6_719,chr3:102254463-102254482(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr3,102254463,102254482,+,Tier6_719
chr7,31400337,31400356,-,Tier6_720,chr7:31400337-31400356(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr7,31400337,31400356,-,Tier6_720
chr8,134264900,134264912,+,Tier6_721,chr8:134264900-134264912(+),12,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr8,134264900,134264912,+,Tier6_721
chrX,95862767,95862786,+,Tier6_722,chrX:95862767-95862786(+),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chrX,95862767,95862786,+,Tier6_722
chrY,11302181,11302306,-,Tier6_723__Tier3_2305,chrY:11302181-11302200(-);chrY:11302287-11302306(-),9,none,Intergenic,NONE,Low,6;3,3,OFF,UNCOVERseq,0.013;0.007,chrY,11302181;11302287,11302200;11302306,-,Tier6_723;Tier3_2305
chr20,4683227,4683246,-,Tier6_727,chr20:4683227-4683246(-),6,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr20,4683227,4683246,-,Tier6_727
chr4,49118448,49118562,-,Tier6_1741__Tier6_728,chr4:49118448-49118467(-);chr4:49118543-49118562(-),10;9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.008;0.013,chr4,49118448;49118543,49118467;49118562,-,Tier6_1741;Tier6_728
chr14,69631682,69631701,+,Tier6_729,chr14:69631682-69631701(+),9,SUSD6,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.013,chr14,69631682,69631701,+,Tier6_729
chr21,8228767,8228778,-,Tier6_730,chr21:8228767-8228778(-),12,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr21,8228767,8228778,-,Tier6_730
chr8,35222094,35222113,-,Tier6_731,chr8:35222094-35222113(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr8,35222094,35222113,-,Tier6_731
chr5,39938516,39938535,+,Tier6_732,chr5:39938516-39938535(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr5,39938516,39938535,+,Tier6_732
chr14,40620376,40620395,-,Tier6_733,chr14:40620376-40620395(-),9,LOC105370466,Other,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr14,40620376,40620395,-,Tier6_733
chr20,60370047,60370066,-,Tier6_734,chr20:60370047-60370066(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr20,60370047,60370066,-,Tier6_734
chr17,52750381,52750400,-,Tier6_735,chr17:52750381-52750400(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr17,52750381,52750400,-,Tier6_735
chr17,26885878,26885897,+,Tier6_8061__Tier6_736,chr17:26885878-26885896(+);chr17:26885878-26885897(+),9;8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.002;0.013,chr17,26885878,26885896;26885897,+,Tier6_8061;Tier6_736
chr11,103788506,103788525,-,Tier6_737,chr11:103788506-103788525(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr11,103788506,103788525,-,Tier6_737
chr21,7917133,7917152,-,Tier6_738,chr21:7917133-7917152(-),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr21,7917133,7917152,-,Tier6_738
chr4,49642586,49642605,+,Tier6_739,chr4:49642586-49642605(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr4,49642586,49642605,+,Tier6_739
chr8,71654333,71654352,+,Tier6_741,chr8:71654333-71654352(+),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr8,71654333,71654352,+,Tier6_741
chr2,89840419,89840473,+,Tier6_744__Tier6_7623,chr2:89840419-89840438(+);chr2:89840454-89840473(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013;0.002,chr2,89840419;89840454,89840438;89840473,+,Tier6_744;Tier6_7623
chr2,90398374,90398514,-,Tier6_1232__Tier6_745__Tier6_1215,chr2:90398374-90398393(-);chr2:90398397-90398416(-);chr2:90398491-90398514(-),8;7;9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.01;0.013;0.01,chr2,90398374;90398397;90398491,90398393;90398416;90398514,-,Tier6_1232;Tier6_745;Tier6_1215
chr2,179969965,179969984,+,Tier6_746,chr2:179969965-179969984(+),8,CWC22,Intron,NONE,Med.,6,6,OFF,UNCOVERseq,0.013,chr2,179969965,179969984,+,Tier6_746
chr21,7944319,7944417,-,Tier6_747__Tier6_4490,chr21:7944319-7944338(-);chr21:7944398-7944417(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013;0.005,chr21,7944319;7944398,7944338;7944417,-,Tier6_747;Tier6_4490
chr4,144191232,144191251,-,Tier6_748,chr4:144191232-144191251(-),7,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr4,144191232,144191251,-,Tier6_748
chr6,65721014,65721033,-,Tier6_750,chr6:65721014-65721033(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr6,65721014,65721033,-,Tier6_750
chr7,126391712,126391731,-,Tier6_751,chr7:126391712-126391731(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr7,126391712,126391731,-,Tier6_751
chr9,7231866,7231885,-,Tier6_752,chr9:7231866-7231885(-),8,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.013,chr9,7231866,7231885,-,Tier6_752
chr4,49640325,49640448,+,Tier6_2852__Tier6_753,chr4:49640325-49640344(+);chr4:49640429-49640448(+),9,none,Intergenic,NONE,Low,6,6,OFF,UNCOVERseq,0.006;0.013,chr4,49640325;49640429,49640344;49640448,+,Tier6_2852;Tier6_753
