chr,start,stop,strand,Name,Location,Lev. Dist.,Gene,Annot.,Pool,MAR,Tier,Tier_Final,Site Type,Origin,Avg. % On-Target UMI,orig_chr,orig_start,orig_stop,orig_strand,orig_Name
chr4,190178159,190178178,+,Tier3_504,chr4:190178159-190178178(+),5,DUX4,Other,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr4,190178159,190178178,+,Tier3_504
chr2,182227438,182227457,-,Tier3_505,chr2:182227438-182227457(-),6,PDE1A,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr2,182227438,182227457,-,Tier3_505
chr20,9781222,9781241,+,Tier3_506,chr20:9781222-9781241(+),6,PAK5,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr20,9781222,9781241,+,Tier3_506
chr7,70348401,70348420,-,Tier3_507,chr7:70348401-70348420(-),5,AUTS2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr7,70348401,70348420,-,Tier3_507
chr4,10189,10207,-,Tier3_508,chr4:10189-10207(-),6,none,Intergenic,NONE,Low,3,3,OFF,UNCOVERseq,0.003,chr4,10189,10207,-,Tier3_508
chr10,99899230,99899249,-,Tier3_509,chr10:99899230-99899249(-),4,DNMBP,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr10,99899230,99899249,-,Tier3_509
chr9,29060792,29060813,+,Tier3_510,chr9:29060792-29060813(+),5,LINGO2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr9,29060792,29060813,+,Tier3_510
chrX,29762567,29762586,+,Tier3_511,chrX:29762567-29762586(+),6,IL1RAPL1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chrX,29762567,29762586,+,Tier3_511
chr17,15631719,15631738,+,Tier3_512,chr17:15631719-15631738(+),6,TRIM16,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.003,chr17,15631719,15631738,+,Tier3_512
chr14,57291174,57291193,-,Tier3_576,chr14:57291174-57291193(-),6,AP5M1,Exon,NONE,Med.,3,3,OFF,UNCOVERseq,0.002,chr14,57291174,57291193,-,Tier3_576
chr20,10297828,10297847,+,Tier3_577,chr20:10297828-10297847(+),6,SNAP25,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr20,10297828,10297847,+,Tier3_577
chr6,152415410,152415429,+,Tier3_578,chr6:152415410-152415429(+),6,SYNE1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr6,152415410,152415429,+,Tier3_578
chr1,14077620,14077639,+,Tier3_579,chr1:14077620-14077639(+),6,KAZN,Other,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr1,14077620,14077639,+,Tier3_579
chr13,66486137,66486159,+,Tier3_580,chr13:66486137-66486159(+),6,PCDH9,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr13,66486137,66486159,+,Tier3_580
chr22,35923180,35923199,+,Tier3_581,chr22:35923180-35923199(+),6,RBFOX2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr22,35923180,35923199,+,Tier3_581
chr5,16508003,16508021,-,Tier3_582,chr5:16508003-16508021(-),5,RETREG1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr5,16508003,16508021,-,Tier3_582
chr11,70167770,70167789,-,Tier3_583,chr11:70167770-70167789(-),6,ANO1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr11,70167770,70167789,-,Tier3_583
chr15,92971194,92971212,+,Tier3_584,chr15:92971194-92971212(+),5,CHD2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr15,92971194,92971212,+,Tier3_584
chr20,42631651,42631668,-,Tier3_585,chr20:42631651-42631668(-),5,PTPRT,Exon,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr20,42631651,42631668,-,Tier3_585
chr20,15139410,15139429,-,Tier3_586,chr20:15139410-15139429(-),6,MACROD2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr20,15139410,15139429,-,Tier3_586
chr3,173852059,173852078,+,Tier3_587,chr3:173852059-173852078(+),6,NLGN1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr3,173852059,173852078,+,Tier3_587
chr11,21056657,21056676,-,Tier3_588,chr11:21056657-21056676(-),6,NELL1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr11,21056657,21056676,-,Tier3_588
chr15,40012819,40012837,+,Tier3_589,chr15:40012819-40012837(+),6,EIF2AK4,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr15,40012819,40012837,+,Tier3_589
chr16,68849941,68849960,-,Tier3_590,chr16:68849941-68849960(-),6,TANGO6,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr16,68849941,68849960,-,Tier3_590
chr4,16878810,16878829,-,Tier3_591,chr4:16878810-16878829(-),6,LDB2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr4,16878810,16878829,-,Tier3_591
chr6,96958475,96958494,+,Tier3_592,chr6:96958475-96958494(+),5,KLHL32,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr6,96958475,96958494,+,Tier3_592
chr3,181328407,181328425,+,Tier3_593,chr3:181328407-181328425(+),6,SOX2-OT,Other,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr3,181328407,181328425,+,Tier3_593
chr8,126946903,126946922,+,Tier3_594,chr8:126946903-126946922(+),5,LOC105375751,Other,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr8,126946903,126946922,+,Tier3_594
chr3,173409865,173409884,+,Tier3_595,chr3:173409865-173409884(+),5,NLGN1,Exon,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr3,173409865,173409884,+,Tier3_595
chr15,88291329,88291348,+,Tier3_596,chr15:88291329-88291348(+),6,LOC105370958,Exon,NONE,Low,3,3,OFF,UNCOVERseq,0.002,chr15,88291329,88291348,+,Tier3_596
chr18,63275627,63275646,+,Tier3_597,chr18:63275627-63275646(+),5,BCL2,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr18,63275627,63275646,+,Tier3_597
chr3,160902505,160902523,-,Tier3_598,chr3:160902505-160902523(-),6,PPM1L,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr3,160902505,160902523,-,Tier3_598
chr5,2731879,2731898,+,Tier3_614,chr5:2731879-2731898(+),6,IRX2,Other,NONE,High,3,3,OFF,UNCOVERseq,0.002,chr5,2731879,2731898,+,Tier3_614
chr3,142698171,142698189,+,Tier3_631,chr3:142698171-142698189(+),4,PLS1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.001,chr3,142698171,142698189,+,Tier3_631
chr1,26190575,26190593,+,Tier3_632,chr1:26190575-26190593(+),6,CATSPER4,Exon,NONE,Med.,3,3,OFF,UNCOVERseq,0.001,chr1,26190575,26190593,+,Tier3_632
chr2,159963368,159963387,+,Tier3_633,chr2:159963368-159963387(+),6,PLA2R1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.001,chr2,159963368,159963387,+,Tier3_633
chr10,24472761,24472779,+,Tier3_634,chr10:24472761-24472779(+),5,KIAA1217,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.001,chr10,24472761,24472779,+,Tier3_634
chr9,70274716,70274735,-,Tier3_635,chr9:70274716-70274735(-),5,SMC5,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.001,chr9,70274716,70274735,-,Tier3_635
chr8,38840087,38840105,+,Tier3_636,chr8:38840087-38840105(+),5,TACC1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.001,chr8,38840087,38840105,+,Tier3_636
chr5,39245839,39245857,-,Tier3_639,chr5:39245839-39245857(-),5,FYB1,Intron,NONE,High,3,3,OFF,UNCOVERseq,0.001,chr5,39245839,39245857,-,Tier3_639
